username, date, retweets, text, id, permalink,,,,
mishtydoi,5/5/11 0:44,0,"@andrewclarance Psst. FYI, Some extra copies of Tina Fey's Bossypants arrived in office. Can deliver within 2-3 days, form date of order.",6.60003E+16,https://twitter.com/mishtydoi/status/66000343716216834,,,,
Vi3tbabe,5/5/11 0:34,0,"Been wanting to read that! RT @mamaknowsitall : I read the #book BOSSYPANTS , and it's so good, I have to give it away! http://bit.ly/jqGyMs",6.59979E+16,https://twitter.com/Vi3tbabe/status/65997863829770240,,,,
ericgrau,5/5/11 0:31,0,Go out or read Tina Fey's entire book in one sitting? I think I made the right call. #Bossypants,6.59971E+16,https://twitter.com/ericgrau/status/65997128043995137,,,,
salvadorleal,5/5/11 0:24,0,"es la 1a vez que Amazon me dice que no puedo comprar un libro de kindle porque vivo en LatinoamÃ©rica... echen el PDF de bossypants , no?? #fb",6.59953E+16,https://twitter.com/salvadorleal/status/65995251915042816,,,,
seanasimpson,5/5/11 0:22,0,"If you haven't read Tina Fey's book, Bossypants , DO IT. It's a really good and funny book!",6.59949E+16,https://twitter.com/seanasimpson/status/65994850792767488,,,,
Nicole2112,5/5/11 0:19,0,I'm #reading Bossypants by Tina Fey http://www.goodreads.com/review/show/165717623,6.59939E+16,https://twitter.com/Nicole2112/status/65993927081201664,,,,
apaguyo,5/5/11 0:19,0,OMG @katierowbottom ! It took me years to realize, Oh," that's just his face."" #Bossypants""",6.59939E+16,https://twitter.com/apaguyo/status/65993920382894081,,
_KaliGod,5/5/11 0:14,0,lmfaoooooo @tina fey... she killed it with bossypants,6.59926E+16,https://twitter.com/_KaliGod/status/65992634707099648,,,,
BrandiJeter,5/5/11 0:10,0,"I read the #book BOSSYPANTS by Tina Fey, and it's so good, I have to give it away! http://bit.ly/jqGyMs",6.59918E+16,https://twitter.com/BrandiJeter/status/65991811352633344,,,,
Hamid_McKenzie,5/5/11 0:09,0,Tina Fey's New Book Bossypants is amazing! I give it 5/5 stars. Read my review: http://tumblr.com/xim2e651mp ( @NotTinaFey ) #Bossypants,6.59914E+16,https://twitter.com/Hamid_McKenzie/status/65991362562113537,,,,
apaguyo,5/5/11 0:08,0,"This was years before every pop singer in the world started fake lezzing out at the VMAs."" #Bossypants""",6.59911E+16,https://twitter.com/apaguyo/status/65991142839287808,,,,
sezadams,5/4/11 23:58,0,"I am reading Tina Fey's Bossypants , she and I are scarily similar at times (apart from the her being a huge success and hilarious part).",6.59888E+16,https://twitter.com/sezadams/status/65988772029939713,,,,
the_nadz,5/4/11 23:58,0,"Bought Tina Fey`s  Bossypants "" for my mom (kills 2 birds with 1 stone - I want to read it too!)""",6.59886E+16,https://twitter.com/the_nadz/status/65988621185974273,,,,
sarascrutton,5/4/11 23:56,0,@james_findlay Twitter's got a girlfriend! Every second word espouses the mighty greatness of Tina Fey and Bossypants . Jealous Much ;),6.59882E+16,https://twitter.com/sarascrutton/status/65988226111909889,,,,
WanderlustShan,5/4/11 23:54,0,Just read a couple of chapters of Bossypants in my break.. I love Tina Fey :P,6.59878E+16,https://twitter.com/WanderlustShan/status/65987803523190785,,,,
liamagdalenaa,5/4/11 23:51,0,Great deal on Amazon: â€˜ BOSSYPANTS â€™ by Tina Fey (Hardcover - Apr 5â€_ http://amzn.to/dHNOkb http://tumblr.com/x5q2e5xz91,6.59871E+16,https://twitter.com/liamagdalenaa/status/65987061919907840,,,,
tbsartono,5/4/11 23:51,0,Great deal on Amazon: ' BOSSYPANTS ' by Tina Fey (Hardcover - Apr 5... http://amzn.to/dHNOkb,6.59871E+16,https://twitter.com/tbsartono/status/65987057943711744,,,,
apaguyo,5/4/11 23:50,0,@hhannon it's worth the wait! #Bossypants,6.59868E+16,https://twitter.com/apaguyo/status/65986782818344960,,,,
AndreaDozier,5/4/11 23:48,0,Tina Fey on my iPad has been good medicine too. Don't want her (hilarious) book to end. #Bossypants,6.59863E+16,https://twitter.com/AndreaDozier/status/65986285428420608,,,,
CallMeDebra,5/4/11 23:46,0,reading bossypants on my new kindle. i love tina fey. http://amzn.com/k/3TQ7LDDP2BMMY #Kindle,6.59857E+16,https://twitter.com/CallMeDebra/status/65985677753462784,,,,
kathrynkatykate,5/4/11 23:46,0,"I haz been nominated: with great bossypants comes great responsibility""""",6.59857E+16,https://twitter.com/kathrynkatykate/status/65985656052133890,,,,
apaguyo,5/4/11 23:46,0,"JLo turned it butt-style...boom - BeyoncÃ© brought the leg meat."" #Bossypants""",6.59856E+16,https://twitter.com/apaguyo/status/65985635512619008,,,,
CallMeDebra,5/4/11 23:46,0,reading bossypants on my new kindle. i love tina fay. http://amzn.com/k/2TNQ99NY5BBTX #Kindle,6.59856E+16,https://twitter.com/CallMeDebra/status/65985577543147520,,,,
BookLover527,5/4/11 23:45,0,Bossypants ' by Tina Fey..Get it at Amazon #books http://amzn.to/ep5dEA,6.59855E+16,https://twitter.com/BookLover527/status/65985508190326784,,,,
Anabelle_Anas,5/4/11 23:45,0,#5: Bossypants http://amzn.to/l3DRjw,6.59855E+16,https://twitter.com/Anabelle_Anas/status/65985507653468160,,,,
b46u5,5/4/11 23:45,0,Great deal on Amazon: ' BOSSYPANTS ' by Tina Fey (Hardcover - Apr 5... http://amzn.to/dHNOkb,6.59853E+16,https://twitter.com/b46u5/status/65985342309810176,,,,
apaguyo,5/4/11 23:42,0,"Best definition of crotch biscuits"" wins a prize...GO! #Bossypants""",6.59847E+16,https://twitter.com/apaguyo/status/65984675222536192,,,,
naijand,5/4/11 23:39,0,@.dawrusan: #5: Bossypants : Bossypants by Tina Fey 44 days in the top 100 (180) Buy new: $26.99 $13.97 85 used &... http://bit.ly/ky50S2,6.5984E+16,https://twitter.com/naijand/status/65983994814148609,,,,
maelee_33,5/4/11 23:36,0,"Tina Fey's book #bossypants is great and everyone should read it. Props for being so vulnerable, honest and halarious all at once",6.59832E+16,https://twitter.com/maelee_33/status/65983239461937153,,,,
apaguyo,5/4/11 23:36,0,Sojourner Truth button! Tina and I have so much in common! #Bossypants,6.59831E+16,https://twitter.com/apaguyo/status/65983146495188992,,,,
stopicant,5/4/11 23:35,0,Go read Bossypants by Tina Fey. Like yesterday.,6.59829E+16,https://twitter.com/stopicant/status/65982907348561920,,,,
MimiJ612,5/4/11 23:34,0,@apaguyo I'll shall ignore the #Bossypants tweets starting...now!,6.59827E+16,https://twitter.com/MimiJ612/status/65982729174532096,,,,
TikaWF,5/4/11 23:32,0,5 pages in and I am already dying of laughter. Tina Fey is a genius! http://bit.ly/lBo158 @GetGlue #Bossypants,6.59823E+16,https://twitter.com/TikaWF/status/65982296162963456,,,,
apaguyo,5/4/11 23:30,0,"Period talk, p 12. Yay! Menstru-hating! But be careful of odor, or neighborhood dogs may try to bite your vagina. Aunt Blood."" #Bossypants""",6.59816E+16,https://twitter.com/apaguyo/status/65981627100176384,,,,
SeeDogThink,5/4/11 23:28,1,Tina Fey's BOSSYPANTS waiting for me to pick it up at @MHPublicLibrary so excited to get access to new book FOR FREE. libraries RULE!,6.59811E+16,https://twitter.com/SeeDogThink/status/65981140112117760,,,,
apaguyo,5/4/11 23:26,0,"My dark shin fur was hard to ignore..."" #Bossypants Dear Tina"," my back feels you.""",6.59807E+16,https://twitter.com/apaguyo/status/65980676561838080,,,
littlejennsmall,5/4/11 23:25,0,"Reading Tina Fey's  Bossypants "" it's hilarious. I highly recommend it so far.""",6.59805E+16,https://twitter.com/littlejennsmall/status/65980531719946241,,,,
lesliealpert,5/4/11 23:20,0,Loved hosting the dinner party tonight. Following it up with some Ever After on TV and some Bossypants during commercials. #YouCouldDoWorse,6.59792E+16,https://twitter.com/lesliealpert/status/65979222207893507,,,,
m_shell06,5/4/11 23:08,0,Sweet i wanna get it! :) cuz i <3 her!! Do you watch 30 Rock?!? RT @CassieHendon : Tina Fey's book Bossypants is really really funny.,6.59762E+16,https://twitter.com/m_shell06/status/65976208856326144,,,,
CassieHendon,5/4/11 23:06,0,Tina Fey's book Bossypants is really really funny.,6.59757E+16,https://twitter.com/CassieHendon/status/65975690952048640,,,,
managertomom,5/4/11 22:57,0,#Win A Copy Of Bossypants By Tina Fey 2 Winners via @MomsMotleyCrue CAN/US #giveaway http://tinyurl.com/3edeeh7,6.59734E+16,https://twitter.com/managertomom/status/65973410194403329,,,,
truckovaries,5/4/11 22:57,0,11 p.m. In bed. Reading Tina Fey's Bossypants . Excellent,6.59734E+16,https://twitter.com/truckovaries/status/65973374932889600,,,,
someluckydog,5/4/11 22:57,0,Giveaway â€“ Bossypants by Tina Fey â€“ 2 Winners â€“ Ends 5/7/11 http://sweeps4bloggers.com/?p=18387,6.59733E+16,https://twitter.com/someluckydog/status/65973343806951426,,,,
GF_Steph,5/4/11 22:55,0,Reading Tina Fey's book Bossypants . So funny!,6.59729E+16,https://twitter.com/GF_Steph/status/65972901668601856,,,,
SarahFloria,5/4/11 22:54,0,Maybe not. Imma bring Bossypants with me to read! Lovin this book. I might write some fanmail to Tina Fey after I'm done reading it.,6.59727E+16,https://twitter.com/SarahFloria/status/65972701675790337,,,,
sophiadimatteo,5/4/11 22:51,0,Bossypants is hilarious. I have been laughing out loud the whole time,6.59719E+16,https://twitter.com/sophiadimatteo/status/65971854468333568,,,,
ladydzra,5/4/11 22:44,0,"@genericsteele Well, hang in there. And let me know how  Bossypants "" is"," eh? It's on my list too.""",6.59701E+16,https://twitter.com/ladydzra/status/65970135940337665,,,
WalshToronto,5/4/11 22:37,0,@NotTinaFey Got Bossypants audio version and I am expecting to have my socks knocked off.,6.59682E+16,https://twitter.com/WalshToronto/status/65968219013382144,,,,
elocin17,5/4/11 22:35,0,Tired. But that didn't stop me from watching 6 episodes of The Guild. And now I'm off to bed...the read more BossyPants .,6.59678E+16,https://twitter.com/elocin17/status/65967756255821824,,,,
sarakgilmore,5/4/11 22:29,0,"Gay people don't actually try to convert people. That's Jehovah's Witnesses you're thinking of."" -Tina Fey"," Bossypants . Funniest book ever.""",6.59663E+16,https://twitter.com/sarakgilmore/status/65966263024877569,,,
Ge_latina,5/4/11 22:26,0,"Eu tÃ´ lendo a introduÃ§Ã£o de  Bossypants "" da Tina Fey e eu tÃ´ rindo muito. Mais um pra lista.""",6.59655E+16,https://twitter.com/Ge_latina/status/65965485413507072,,,,
sgeaney,5/4/11 22:24,0,Just finished Bossypants by Tina Fey. So funny and true. Loved the behind the scenes stuff. http://amzn.to/dRoCgd #Kindle,6.59651E+16,https://twitter.com/sgeaney/status/65965099311050752,,,,
AliOnTheRun1,5/4/11 22:23,0,"Confession: Reading Bossypants on my own is fun, but I'd rather have Tina Fey read it to me live monologue-style every night. Weird? Nope.",6.59649E+16,https://twitter.com/AliOnTheRun1/status/65964886789857280,,,,
genericsteele,5/4/11 22:23,0,"Settled on Tina Fey's * Bossypants *. Still have chest pains. The fuck, Eric?",6.59647E+16,https://twitter.com/genericsteele/status/65964719072227329,,,,
kboz1117,5/4/11 22:21,0,just ordered #bossypants instead of writing my 10 page research paper....,6.59643E+16,https://twitter.com/kboz1117/status/65964273876205568,,,,
tara_hale,5/4/11 22:18,0,Reading #bossypants by @tinafey Can't stop crying from laughing so much. The people at Nando's are starting to stare. Funniest read in ages.,6.59635E+16,https://twitter.com/tara_hale/status/65963532855943169,,,,
bookofwinner,5/4/11 22:16,0,#books #deals #store #1: Bossypants : Bossypants Tina Fey (Author) 36 days in the top 100 (180)Download: $12.99... http://bit.ly/cT1CTm,6.5963E+16,https://twitter.com/bookofwinner/status/65963024636317696,,,,
Hamiltish,5/4/11 22:16,0,"And now I shall get the audiobook of Tina Fey's Bossypants , which just seems apropos on every front.",6.5963E+16,https://twitter.com/Hamiltish/status/65962957393244160,,,,
oliviaschilder,5/4/11 22:14,0,I hate to stir up trouble among the princesses," but take away the hair and Sleeping Beauty is actually a little beat"". Tina Fey #BossyPants""",6.59625E+16,https://twitter.com/oliviaschilder/status/65962453397291008,,,
holdmyheart,5/4/11 22:13,0,@LisaVS49 A few hours later and we finally got it working again. Did you like Bossypants ?,6.59624E+16,https://twitter.com/holdmyheart/status/65962390759555072,,,,
freakgirldotcom,5/4/11 22:12,0,"FYI, LOVING Tina Fey's  Bossypants ."" Hysterical. Buy it. #bossypants #tinafey""",6.59621E+16,https://twitter.com/freakgirldotcom/status/65962106998104064,,,,
bookofwinner,5/4/11 22:10,0,#entertainment #hot #1: Bossypants : Bossypants Tina Fey (Author) (180)Download: $12.99 2 used & new from $9.99(... http://bit.ly/cGIedd,6.59615E+16,https://twitter.com/bookofwinner/status/65961474375421952,,,,
Butterfly_012,5/4/11 22:08,0,#Win A Copy Of Bossypants By Tina Fey 2 Winners via @MomsMotleyCrue CAN/US #giveaway http://tinyurl.com/3edeeh7,6.59611E+16,https://twitter.com/Butterfly_012/status/65961149379784705,,,,
denisey_x,5/4/11 22:01,0,"reading Tina Fey's  Bossypants "". Didn't realise @DonaldGlover was a writer for 30 Rock. Awesome sauce!""",6.59593E+16,https://twitter.com/denisey_x/status/65959282792861696,,,,
riskeypb,5/4/11 21:58,0,#5: Bossypants top-sellers_books_books_0316056863,6.59585E+16,https://twitter.com/riskeypb/status/65958527872663552,,,,
oliviaschilder,5/4/11 21:52,0,About to start Tina Fey's book #BossyPants thanks @fccarloni !!!,6.59571E+16,https://twitter.com/oliviaschilder/status/65957078572859392,,,,
LauraStairs,5/4/11 21:47,0," Bossypants "" by Tina Fey was AMAZING!!!!!! I was laughing out loud all afternoon"," I forgot reading could actually be enjoyable""",6.59558E+16,https://twitter.com/LauraStairs/status/65955761179734016,,,
Anabelle_Anas,5/4/11 21:41,0,#5: Bossypants http://amzn.to/l3DRjw,6.59543E+16,https://twitter.com/Anabelle_Anas/status/65954330221617153,,,,
JacobLeigh,5/4/11 21:41,0,@james_findlay JK Rowling has informed everything I know basically. Waiting for Bossypants to arrive - stupid slow Book Depository.,6.59542E+16,https://twitter.com/JacobLeigh/status/65954224516763648,,,,
IndecisiveRease,5/4/11 21:39,0,5 of 5 stars to Bossypants by Tina Fey http://www.goodreads.com/review/show/165231431,6.59536E+16,https://twitter.com/IndecisiveRease/status/65953611603128320,,,,
james_findlay,5/4/11 21:35,0,"I am reading Tina Fey's  Bossypants "" after heaps of people tweeted its awesomeness. (for the record"," Harry Potter was the other book)""",6.59526E+16,https://twitter.com/james_findlay/status/65952620585553920,,,
audiobookdj,5/4/11 21:33,0,"RT @audiobookfans : Brand new review! Bossypants by Tina Fey. Go read it, comment it, love it. http://bit.ly/kmAoSt #audiobook #review",6.59523E+16,https://twitter.com/audiobookdj/status/65952324467691522,,,,
jenh718,5/4/11 21:30,0,"After months of not reading, I finished Cleaving, Bossypants and Stargirl this week. Bringing The Good Wife to bed... #reading #books",6.59516E+16,https://twitter.com/jenh718/status/65951559770578944,,,,
bookofwinner,5/4/11 21:14,0,#books #deals #store #1: Bossypants : Bossypants Tina Fey (Author) 36 days in the top 100 (179)Download: $12.99... http://bit.ly/cT1CTm,6.59475E+16,https://twitter.com/bookofwinner/status/65947514360184832,,,,
Mocca848,5/4/11 21:14,0,"@izzabella_b Looked like a mad woman-8am on the tram laughing hysterically, reading #bossypants . @NotTinaFey I never want this book to end.",6.59474E+16,https://twitter.com/Mocca848/status/65947415391387648,,,,
BookLover526,5/4/11 21:12,0,Bossypants ' by Tina Fey..Get it at Amazon!! #books http://amzn.to/ep5dEA,6.5947E+16,https://twitter.com/BookLover526/status/65947007239467008,,,,
jenderfleur,5/4/11 21:11,0,"@nbc30rock thanks to Tina Fey for  Bossypants ""! It's a great listen!""",6.59467E+16,https://twitter.com/jenderfleur/status/65946675872661504,,,,
computerfan,5/4/11 21:10,0,Giveaway â€“ Bossypants by Tina Fey â€“ 2 Winners â€“ Ends 5/7/11. http://sweeps4bloggers.com/?p=18387,6.59464E+16,https://twitter.com/computerfan/status/65946351724265472,,,,
akmcquade,5/4/11 21:08,0,@dnannis yikes! Sorry I had just left the office...was reading bossypants on the train in an attempt to not obsessively refresh redsox.com,6.5946E+16,https://twitter.com/akmcquade/status/65946005937463298,,,,
Misstape,5/4/11 21:02,0,"almost finishing Bossypants de Tina Fey... iba llorando de la risa en la calle, y llegue llorando de risa a la casa, lo recomiendo al 1000%",6.59443E+16,https://twitter.com/Misstape/status/65944345458638849,,,,
LisaVS49,5/4/11 21:02,0,"@holdmyheart I just read Bossypants too! Sorry, I can't help fix the wifi. :/",6.59443E+16,https://twitter.com/LisaVS49/status/65944314810867712,,,,
JennySokira,5/4/11 21:01,0,"I've been listening to Tina Fey's  Bossypants "" this week while out and about. I LOVE IT. So funny!!!""",6.59442E+16,https://twitter.com/JennySokira/status/65944181222285313,,,,
holdmyheart,5/4/11 21:00,0,The power went out earlier and i don't know how to fix the wifi. Finished Bossypants .,6.5944E+16,https://twitter.com/holdmyheart/status/65943996886822912,,,,
kmacnaull,5/4/11 20:55,0,Me too! RT @Stomp23 : I cant wait RT @kmacnaull : This month's book club read is Bossypants by Tina Fey http://bit.ly/kr9nqG #bookclub,6.59428E+16,https://twitter.com/kmacnaull/status/65942758485000192,,,,
apaguyo,5/4/11 20:54,0,"@mollythorpe I got two pages in before I had to go to my dance recital, but I know what I'm doing alllll night long. #Bossypants",6.59423E+16,https://twitter.com/apaguyo/status/65942296889274368,,,,
Sarah_Skilton,5/4/11 20:53,0,5 of 5 stars to Bossypants by Tina Fey http://www.goodreads.com/review/show/165667747,6.59422E+16,https://twitter.com/Sarah_Skilton/status/65942235841179648,,,,
hey_look_gary,5/4/11 20:47,0,"bought Tina Fey's book  Bossypants "". As a heterosexual male"," I like this book.""",6.59407E+16,https://twitter.com/hey_look_gary/status/65940657897881600,,,
Anabelle_Anas,5/4/11 20:43,0,#5: Bossypants http://amzn.to/l3DRjw,6.59397E+16,https://twitter.com/Anabelle_Anas/status/65939690234187776,,,,
marthakelly,5/4/11 20:33,1,"Just finished #bossypants please, please read it. I loved every second of it!",6.5937E+16,https://twitter.com/marthakelly/status/65937015379730433,,,,
annachristopher,5/4/11 20:33,0,"New AC Blog Post: Don't Eat Diet Foods in Meetings - I'm reading BOSSYPANTS for book club, and it's awesome. I laugh... http://ht.ly/1cuFjG",6.5937E+16,https://twitter.com/annachristopher/status/65937013332910080,,,,
meghatty,5/4/11 20:32,0,@v_phd I'm also reading Bossypants on the nook :) #twins,6.59369E+16,https://twitter.com/meghatty/status/65936866423222272,,,,
jgualtieri07,5/4/11 20:30,0,@allisonmarienyc just read tina fey's bossypants . So funny! And on #oprah today they did a thing about freedom riders which I want to read,6.59364E+16,https://twitter.com/jgualtieri07/status/65936410842107904,,,,
michellejurk,5/4/11 20:21,0,Just bought #Bossypants by Tina Fey. Excited to read!,6.59341E+16,https://twitter.com/michellejurk/status/65934122161422336,,,,
v_phd,5/4/11 20:21,0,"And to counter all this smartypants exam list reading, I am listening to the audiobook of Tiny Fey's Bossypants .",6.59341E+16,https://twitter.com/v_phd/status/65934107212918784,,,,
mkzm,5/4/11 20:19,0,Tiny Fey is hilarious - about halfway through Bossypants and so far it's brilliant!,6.59335E+16,https://twitter.com/mkzm/status/65933523709722624,,,,
riskeypb,5/4/11 20:14,0,#5: Bossypants top-sellers_books_books_0316056863,6.59325E+16,https://twitter.com/riskeypb/status/65932462152368128,,,,
mollythorpe,5/4/11 20:12,0,@apaguyo #bossypants was my book of choice on my nyc trip. I alternated it with episodes of #30rock . tina fey overload awesomeness,6.59319E+16,https://twitter.com/mollythorpe/status/65931887033589762,,,,
rinabang,5/4/11 20:11,0,Almost finished the Bossypants audiobook. Will tell my neighbours that I broke up with Tina Fey because she wouldn't let me get a word in.,6.59315E+16,https://twitter.com/rinabang/status/65931524847058944,,,,
rivermouthchild,5/4/11 20:08,0,Listening to #BossyPants audiobook. Don Fey is a BAMF.,6.59309E+16,https://twitter.com/rivermouthchild/status/65930922817622018,,,,
aCHILDRENsite,5/4/11 20:06,0,Being released tomarrow!Check out ' Bossypants ' by Reagan Arthur Books http://amzn.to/iEDxRd Kindle Edition,6.59304E+16,https://twitter.com/aCHILDRENsite/status/65930389696430080,,,,
JesseDavidFox,5/4/11 19:56,0,I can send you the audiobook RT @lawslawblog Does anyone have a copy of Bossypants I can borrow? #iknowtherehastobe #iwriteforacomedytheater,6.59277E+16,https://twitter.com/JesseDavidFox/status/65927728817389568,,,,
webmaxdd,5/4/11 19:55,0,#5: Bossypants : http://amzn.to/mRaIF1,6.59277E+16,https://twitter.com/webmaxdd/status/65927678691250176,,,,
lizdelaune,5/4/11 19:55,0,@NolanT i read bossypants in one night! so funny!,6.59276E+16,https://twitter.com/lizdelaune/status/65927621325758465,,,,
juliawants,5/4/11 19:48,0,I am so excited to have a giant pile of books to read!!! :D Tina Fey's Bossypants (thx@alliegloss!) and Rainn W's Soul Pancake... And more!,6.59257E+16,https://twitter.com/juliawants/status/65925710505705472,,,,
kalenski,5/4/11 19:47,0,"Thank you, @BakerandTaylor ! #bossypants #bossypants #bossypants",6.59255E+16,https://twitter.com/kalenski/status/65925487477800960,,,,
Anabelle_Anas,5/4/11 19:46,0,#5: Bossypants http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056863/ref=pd_zg_rss_ts_b_books_5?ie=UTF8&tag=sareena-20,6.59253E+16,https://twitter.com/Anabelle_Anas/status/65925338953302016,,,,
thatandrewlaw,5/4/11 19:39,0,Does anyone have a copy of Bossypants I can borrow? #iknowtherehastobe #iwriteforacomedytheater,6.59234E+16,https://twitter.com/thatandrewlaw/status/65923426375831552,,,,
bethalexandroff,5/4/11 19:26,0,"It comforts me that I relate to, oh, 98% of Tina Fey's weird, awkward life. Just assures me I can be her in 20 years. #bossypants",6.59203E+16,https://twitter.com/bethalexandroff/status/65920328936857600,,,,
KatieLegs,5/4/11 19:21,0,Just bought Bossypants on my Kindle. To read at my leisure. I can't even begin to articulate how thrilled I am.,6.59189E+16,https://twitter.com/KatieLegs/status/65918929159192576,,,,
katiebugwho,5/4/11 19:16,0,"My ability to turn good news into anxiety is rivaled only by my ability to turn anxiety into chin acne"" - Tina Fey #bossypants""",6.59177E+16,https://twitter.com/katiebugwho/status/65917734755631107,,,,
JanaStern,5/4/11 19:14,0,"@NotTinaFey fuck ya! I'm swearing for two these days"".. this saturday will be magical. I can feel it #bossypants""",6.59172E+16,https://twitter.com/JanaStern/status/65917204377509888,,,,
miss_meldraw,5/4/11 19:13,0,"Just bought Tina Fey's new book. Read both covers, flaps and prologue. It's already my favorite thing today. #bossypants",6.5917E+16,https://twitter.com/miss_meldraw/status/65917013066915840,,,,
NolanT,5/4/11 19:12,0,"Can't wait to sit in traffic so I can listen to  Bossypants """"",6.59169E+16,https://twitter.com/NolanT/status/65916857772818432,,,,
bookofwinner,5/4/11 19:11,0,#books #deals #store #1: Bossypants : Bossypants Tina Fey (Author) 35 days in the top 100 (179)Download: $12.99... http://bit.ly/cT1CTm,6.59166E+16,https://twitter.com/bookofwinner/status/65916607377063936,,,,
BookLover525,5/4/11 19:07,0,Bossypants ' by Tina Fey..Get it at Amazon!! #books http://amzn.to/ep5dEA,6.59156E+16,https://twitter.com/BookLover525/status/65915594670743552,,,,
bookofwinner,5/4/11 19:07,0,#entertainment #hot #1: Bossypants : Bossypants Tina Fey (Author) (179)Download: $12.99 2 used & new from $9.99(... http://bit.ly/cGIedd,6.59155E+16,https://twitter.com/bookofwinner/status/65915541486977024,,,,
Stephanietely,5/4/11 19:03,0,"If anyone wants to get me a bday present (& REALLY WHO ISNT), all I want is  Bossypants "" and to get really"," really wasted with my friends.""",6.59145E+16,https://twitter.com/Stephanietely/status/65914462565171200,,,
Colonia927,5/4/11 19:03,0,"Just bought @RealLizLemon Aka Tina Fey's book,  Bossypants ""! Can't wait to read it! http://lockerz.com/s/98755058""",6.59144E+16,https://twitter.com/Colonia927/status/65914359238492160,,,,
bimadew,5/4/11 19:02,0,Have been re-reading ZZ Packer a lot lately. And Melissa Bank. But tonight belongs squarely to Tina Fey. #Bossypants #BookatBedtime,6.59143E+16,https://twitter.com/bimadew/status/65914308164456448,,,,
sunnilala,5/4/11 18:58,0,I think someone should design exercise machines that reward people with sex at the end of their workouts - #bossypants #tinafey,6.59133E+16,https://twitter.com/sunnilala/status/65913317205618691,,,,
apaguyo,5/4/11 18:58,0,When choosing sexual partners," remember: talent is not sexually transmittable."" Words to live by. #Bossypants""",6.59131E+16,https://twitter.com/apaguyo/status/65913140692516864,,,
apaguyo,5/4/11 18:57,0,"Tina thinks UR no one until someone calls U bossy. If my review irks U, I say UR no one until someone calls you annoying #Bossypants",6.59129E+16,https://twitter.com/apaguyo/status/65912874643623936,,,,
SmokeNMirrors71,5/4/11 18:56,0,"@mkbinla ... Bossypants by Tina Fey and Righteous Indignation by Andrew Breitbart. Both awesome, funny & inspiring. #ReadingIsFundamental",6.59128E+16,https://twitter.com/SmokeNMirrors71/status/65912776899571712,,,,
apaguyo,5/4/11 18:54,0,Sorry if U don't appreciate unsolicited live streaming book reviews. Excited that I FINALLY picked this up! #Bossypants http:// yfrog.com/h0ofqcvj,6.59123E+16,https://twitter.com/apaguyo/status/65912256273203200,,,,
jktxs,5/4/11 18:53,0,The cover still disturbes me!!! #Bossypants,6.5912E+16,https://twitter.com/jktxs/status/65912033668902912,,,,
jktxs,5/4/11 18:51,0,Shame theres no picture!!!! #Bossypants @Jay_JayLondon http:// yfrog.com/h3h86ksj,6.59114E+16,https://twitter.com/jktxs/status/65911364459315200,,,,
jktxs,5/4/11 18:45,0,"Yay, it arrived!!!!! #Bossypants http:// yfrog.com/gzq45mnj",6.591E+16,https://twitter.com/jktxs/status/65909999536308224,,,,
Deb55106,5/4/11 18:39,0,DebsHere: BossyPants By Tina Fry Review http:// debshere.blogspot.com/2011/05/bossyp ants-by-tina-fry-review.html â€_ via @deb55106,6.59084E+16,https://twitter.com/Deb55106/status/65908414844370944,,,,
Deb55106,5/4/11 18:37,0,BossyPants By Tina Fry Review http://nblo.gs/hsD7s,6.59078E+16,https://twitter.com/Deb55106/status/65907819844608001,,,,
AaronHBaker,5/4/11 18:33,0,Just finished reading/listening to Tina Fey's audio book #Bossypants ... What? I ride the bus!,6.59069E+16,https://twitter.com/AaronHBaker/status/65906946737311744,,,,
JFGinDigital3D,5/4/11 18:33,0,"If you get a chance, pick up Tina Fey's book Bossypants , it's brilliant.",6.59069E+16,https://twitter.com/JFGinDigital3D/status/65906867368501248,,,,
Touchstone13,5/4/11 18:31,0,"It's bothering me that I'm not enjoying Bossypants as much as I knew I would. Love Tina Fey's work, but not loving this book.",6.59064E+16,https://twitter.com/Touchstone13/status/65906376429404160,,,,
Stomp23,5/4/11 18:27,0,I cant wait RT @kmacnaull : This month's book club read is Bossypants by Tina Fey http://bit.ly/kr9nqG #bookclub,6.59053E+16,https://twitter.com/Stomp23/status/65905331737337856,,,,
Michael_French,5/4/11 18:26,0,"Bossypants - Tina Fey. Funny anecdotes, but felt like a collection of magazine articles. She's actually quite inscrutable. 30 Rock out of 10",6.5905E+16,https://twitter.com/Michael_French/status/65905042061918208,,,,
SAShenk,5/4/11 18:21,0,#TinaFey 's #Bossypants is THE funniest book I've ever read!,6.5904E+16,https://twitter.com/SAShenk/status/65903977455300608,,,,
g_tc,5/4/11 18:18,0,"@listzomaniac I told myself only to listen to a half hour of the #Bossypants audio book, but it turned into 3 glorious hours. So worth it.",6.59031E+16,https://twitter.com/g_tc/status/65903106529050624,,,,
MedusaBeth,5/4/11 18:10,0,@FumblingNormal I am also reading Bossypants ! Tina Fey is my hero,6.59012E+16,https://twitter.com/MedusaBeth/status/65901200779915264,,,,
LonMFer,5/4/11 18:09,0,Just finished Tina Fey's Bossypants . Excellent book. Gotta pick my next book. Maybe David Cross I drink for a reason.,6.59009E+16,https://twitter.com/LonMFer/status/65900927596511232,,,,
